ID_Pedido,ID_Cliente,Data_Pedido,Produto,Categoria,Preco_Unitario,Quantidade,Valor_Total
1199,588,2024-10-03,Bola de Futebol,Esportes e Lazer,58.26,3,174.78
1200,425,2024-04-10,Aspirador de Pó,Casa e Cozinha,292.1,3,876.3
1201,188,2025-03-26,Óculos de Sol,Moda e Acessórios,92.92,1,92.92
1202,141,2024-06-06,Ficção Científica,Livros,40.52,1,40.52
1203,1331,2024-04-18,Fantasia,Livros,49.47,3,148.41
1204,957,2024-10-05,Romance,Livros,34.06,4,136.24
1205,1148,2025-02-28,Bola de Futebol,Esportes e Lazer,61.66,1,61.66
1206,287,2024-01-17,Bola de Futebol,Esportes e Lazer,54.04,2,108.08
1207,104,2025-01-17,Óculos de Sol,Moda e Acessórios,94.78,1,94.78
1208,525,2025-04-21,Camiseta,Moda e Acessórios,53.09,2,106.18
1209,1494,2024-03-24,Barraca de Camping,Esportes e Lazer,256.75,4,1027.0
1210,1461,2024-12-24,Liquidificador,Casa e Cozinha,79.79,1,79.79
1211,838,2024-01-11,Bolsa de Couro,Moda e Acessórios,192.2,1,192.2
1212,1361,2023-09-24,Bola de Futebol,Esportes e Lazer,65.07,1,65.07
1213,860,2024-12-23,Romance,Livros,38.49,2,76.98
1214,1342,2025-07-12,Autoajuda,Livros,28.19,2,56.38
1215,462,2024-02-16,Biografia,Livros,53.84,1,53.84
1216,200,2023-08-20,Liquidificador,Casa e Cozinha,82.29,1,82.29
1217,1332,2023-11-17,Smartwatch,Eletrônicos,476.93,1,476.93
1218,536,2025-06-21,Calça Jeans,Moda e Acessórios,127.39,1,127.39
1219,1240,2023-09-05,Cafeteira,Casa e Cozinha,117.49,1,117.49
1220,1002,2025-07-27,Smartwatch,Eletrônicos,462.69,1,462.69
1221,1330,2024-05-14,Carregador Portátil,Eletrônicos,83.17,1,83.17
1222,1240,2025-04-25,Bicicleta Ergométrica,Esportes e Lazer,649.16,1,649.16
1223,451,2025-06-06,Notebook,Eletrônicos,2614.49,1,2614.49
1224,749,2025-06-03,Corda de Pular,Esportes e Lazer,18.44,1,18.44
1225,1016,2025-07-20,Notebook,Eletrônicos,2691.73,1,2691.73
1226,1095,2025-01-22,Carregador Portátil,Eletrônicos,98.47,3,295.41
1227,239,2024-05-15,Autoajuda,Livros,32.73,1,32.73
1228,1435,2023-09-18,Smartwatch,Eletrônicos,522.98,1,522.98
1229,184,2024-01-15,Calça Jeans,Moda e Acessórios,129.85,2,259.7
1230,334,2025-07-06,Liquidificador,Casa e Cozinha,75.9,1,75.9
1231,1185,2023-11-30,Tablet,Eletrônicos,827.83,1,827.83
1232,129,2024-02-05,Smartwatch,Eletrônicos,512.53,2,1025.06
1233,1462,2025-06-16,Carregador Portátil,Eletrônicos,89.98,4,359.92
1234,278,2024-06-05,Corda de Pular,Esportes e Lazer,19.59,4,78.36
1235,211,2024-04-29,Jogo de Pratos,Casa e Cozinha,107.71,1,107.71
1236,1326,2023-12-01,Fone de Ouvido,Eletrônicos,152.98,1,152.98
1237,1135,2025-07-22,Tablet,Eletrônicos,749.15,4,2996.6
1238,132,2025-05-09,Smartwatch,Eletrônicos,528.61,1,528.61
1239,237,2023-08-16,Smartphone,Eletrônicos,1134.5,1,1134.5
1240,442,2024-10-07,Barraca de Camping,Esportes e Lazer,226.88,3,680.64
1241,278,2024-12-27,Bicicleta Ergométrica,Esportes e Lazer,740.19,1,740.19
1242,1079,2024-10-06,Romance,Livros,36.64,4,146.56
1243,1216,2024-03-21,Barraca de Camping,Esportes e Lazer,267.74,3,803.22
1244,762,2024-09-17,Jogo de Pratos,Casa e Cozinha,104.37,4,417.48
1245,353,2025-05-30,Notebook,Eletrônicos,2700.26,1,2700.26
1246,1321,2023-11-19,Cafeteira,Casa e Cozinha,117.51,1,117.51
1247,1452,2023-11-02,Liquidificador,Casa e Cozinha,75.66,1,75.66
1248,1406,2024-11-07,Carregador Portátil,Eletrônicos,84.76,1,84.76
1249,676,2025-05-30,Camiseta,Moda e Acessórios,49.0,1,49.0
1250,742,2025-05-28,Camiseta,Moda e Acessórios,53.28,2,106.56
1251,1432,2024-05-14,Tablet,Eletrônicos,877.69,2,1755.38
1252,1336,2025-04-04,Bicicleta Ergométrica,Esportes e Lazer,678.02,1,678.02
1253,576,2023-09-21,Autoajuda,Livros,31.5,1,31.5
1254,1038,2024-12-03,Biografia,Livros,50.09,1,50.09
1255,952,2024-03-04,Carregador Portátil,Eletrônicos,81.42,4,325.68
1256,188,2023-11-25,Fone de Ouvido,Eletrônicos,159.09,2,318.18
1257,1013,2025-06-25,Fone de Ouvido,Eletrônicos,153.28,2,306.56
1258,1367,2023-10-31,Jogo de Pratos,Casa e Cozinha,105.69,1,105.69
1259,671,2025-03-19,Fantasia,Livros,43.06,1,43.06
1260,893,2024-07-07,Liquidificador,Casa e Cozinha,73.61,1,73.61
1261,1425,2025-05-08,Smartphone,Eletrônicos,1312.63,1,1312.63
1262,1377,2024-05-07,Biografia,Livros,53.96,1,53.96
1263,1479,2025-07-17,Calça Jeans,Moda e Acessórios,113.13,2,226.26
1264,857,2023-12-13,Jogo de Pratos,Casa e Cozinha,93.8,1,93.8
1265,364,2024-09-26,Cafeteira,Casa e Cozinha,113.18,2,226.36
1266,681,2025-02-08,Jogo de Pratos,Casa e Cozinha,95.59,1,95.59
1267,915,2025-03-27,Barraca de Camping,Esportes e Lazer,239.32,2,478.64
1268,1146,2025-07-29,Barraca de Camping,Esportes e Lazer,255.34,1,255.34
1269,1213,2024-01-17,Tablet,Eletrônicos,808.89,2,1617.78
1270,765,2024-12-28,Smartwatch,Eletrônicos,496.98,1,496.98
1271,1312,2025-02-24,Jogo de Pratos,Casa e Cozinha,103.52,3,310.56
1272,1144,2025-03-27,Notebook,Eletrônicos,2499.89,3,7499.67
1273,1485,2024-02-05,Biografia,Livros,52.15,1,52.15
1274,857,2023-11-07,Autoajuda,Livros,32.11,1,32.11
1275,141,2024-10-31,Aspirador de Pó,Casa e Cozinha,295.94,2,591.88
1276,1350,2024-09-14,Corda de Pular,Esportes e Lazer,19.77,3,59.31
1277,773,2024-07-11,Autoajuda,Livros,30.51,1,30.51
1278,1159,2024-12-03,Corda de Pular,Esportes e Lazer,18.84,3,56.52
1279,831,2025-01-09,Liquidificador,Casa e Cozinha,84.36,2,168.72
1280,1359,2025-05-21,Óculos de Sol,Moda e Acessórios,84.88,4,339.52
1281,938,2024-04-17,Panela de Pressão,Casa e Cozinha,143.74,1,143.74
1282,861,2024-07-13,Romance,Livros,32.0,2,64.0
1283,495,2025-07-02,Bola de Futebol,Esportes e Lazer,60.88,2,121.76
1284,1160,2025-06-24,Jogo de Pratos,Casa e Cozinha,91.58,1,91.58
1285,1423,2025-04-20,Romance,Livros,31.83,1,31.83
1286,1013,2024-11-14,Tênis,Moda e Acessórios,207.16,2,414.32
1287,518,2024-10-01,Smartwatch,Eletrônicos,490.18,1,490.18
1288,770,2025-05-10,Cafeteira,Casa e Cozinha,112.63,1,112.63
1289,155,2024-12-28,Bicicleta Ergométrica,Esportes e Lazer,653.62,3,1960.86
1290,1349,2024-08-24,Bicicleta Ergométrica,Esportes e Lazer,726.58,4,2906.32
1291,985,2023-10-17,Corda de Pular,Esportes e Lazer,20.9,1,20.9
1292,737,2024-02-19,Panela de Pressão,Casa e Cozinha,150.81,1,150.81
1293,425,2025-01-05,Carregador Portátil,Eletrônicos,91.86,2,183.72
1294,978,2023-11-09,Carregador Portátil,Eletrônicos,90.75,1,90.75
1295,626,2024-12-05,Cafeteira,Casa e Cozinha,117.37,1,117.37
1296,1261,2024-10-11,Autoajuda,Livros,27.7,1,27.7
1297,216,2024-07-05,Tablet,Eletrônicos,737.86,1,737.86
1298,790,2024-04-27,Ficção Científica,Livros,36.35,5,181.75
1299,304,2023-09-04,Smartwatch,Eletrônicos,476.62,1,476.62
1300,1162,2023-12-09,Smartphone,Eletrônicos,1147.44,2,2294.88
1301,1335,2024-11-01,Camiseta,Moda e Acessórios,53.16,1,53.16
1302,335,2024-03-17,Smartwatch,Eletrônicos,532.2,2,1064.4
1303,1053,2024-10-10,Fone de Ouvido,Eletrônicos,153.37,1,153.37
1304,436,2024-09-08,Carregador Portátil,Eletrônicos,89.74,1,89.74
1305,1389,2024-08-26,Ficção Científica,Livros,42.7,2,85.4
1306,1157,2023-09-13,Panela de Pressão,Casa e Cozinha,157.43,1,157.43
1307,1341,2025-03-04,Autoajuda,Livros,32.84,2,65.68
1308,1217,2025-05-11,Tênis,Moda e Acessórios,196.9,1,196.9
1309,1016,2024-08-12,Notebook,Eletrônicos,2568.19,2,5136.38
1310,381,2025-02-10,Tablet,Eletrônicos,758.56,1,758.56
1311,823,2024-09-09,Ficção Científica,Livros,37.36,4,149.44
1312,805,2023-10-08,Bola de Futebol,Esportes e Lazer,55.31,1,55.31
1313,319,2024-07-17,Bolsa de Couro,Moda e Acessórios,165.46,1,165.46
1314,1373,2023-11-08,Ficção Científica,Livros,37.6,1,37.6
1315,231,2023-12-22,Notebook,Eletrônicos,2351.42,1,2351.42
1316,161,2025-06-09,Romance,Livros,32.74,1,32.74
1317,106,2024-01-27,Camiseta,Moda e Acessórios,47.1,1,47.1
1318,269,2025-01-28,Corda de Pular,Esportes e Lazer,20.27,1,20.27
1319,822,2024-09-03,Barraca de Camping,Esportes e Lazer,273.84,1,273.84
1320,1125,2023-09-21,Autoajuda,Livros,29.84,1,29.84
1321,1274,2025-01-23,Liquidificador,Casa e Cozinha,77.28,5,386.4
1322,846,2024-09-11,Aspirador de Pó,Casa e Cozinha,325.64,1,325.64
1323,1120,2024-07-29,Corda de Pular,Esportes e Lazer,21.03,1,21.03
1324,1107,2025-02-27,Calça Jeans,Moda e Acessórios,121.16,1,121.16
1325,1474,2025-02-07,Camiseta,Moda e Acessórios,53.56,1,53.56
1326,118,2025-02-27,Panela de Pressão,Casa e Cozinha,160.32,3,480.96
1327,442,2023-08-04,Fone de Ouvido,Eletrônicos,144.35,2,288.7
1328,1208,2023-08-05,Bola de Futebol,Esportes e Lazer,54.43,1,54.43
1329,703,2024-10-03,Panela de Pressão,Casa e Cozinha,149.07,3,447.21
1330,953,2024-01-15,Tablet,Eletrônicos,825.75,4,3303.0
1331,1078,2025-04-06,Óculos de Sol,Moda e Acessórios,85.76,1,85.76
1332,1472,2025-01-22,Camiseta,Moda e Acessórios,47.34,2,94.68
1333,1475,2025-03-01,Aspirador de Pó,Casa e Cozinha,294.44,2,588.88
1334,1023,2025-06-24,Camiseta,Moda e Acessórios,45.91,1,45.91
1335,857,2025-06-19,Smartphone,Eletrônicos,1264.33,1,1264.33
1336,836,2024-04-10,Notebook,Eletrônicos,2548.1,1,2548.1
1337,340,2025-03-29,Camiseta,Moda e Acessórios,46.24,1,46.24
1338,238,2024-07-06,Smartwatch,Eletrônicos,485.98,1,485.98
1339,936,2024-04-26,Panela de Pressão,Casa e Cozinha,140.47,1,140.47
1340,904,2024-12-21,Corda de Pular,Esportes e Lazer,21.07,2,42.14
1341,964,2024-04-17,Biografia,Livros,48.73,1,48.73
1342,718,2024-06-23,Fone de Ouvido,Eletrônicos,153.29,1,153.29
1343,1308,2024-06-19,Ficção Científica,Livros,37.92,1,37.92
1344,563,2024-08-20,Carregador Portátil,Eletrônicos,93.03,1,93.03
1345,1160,2024-11-21,Jogo de Pratos,Casa e Cozinha,109.97,1,109.97
1346,305,2025-02-04,Autoajuda,Livros,27.31,1,27.31
1347,1181,2025-03-26,Camiseta,Moda e Acessórios,54.5,1,54.5
1348,474,2024-11-06,Smartphone,Eletrônicos,1170.14,1,1170.14
1349,1435,2024-03-21,Carregador Portátil,Eletrônicos,93.71,2,187.42
1350,135,2024-02-21,Barraca de Camping,Esportes e Lazer,244.95,2,489.9
1351,1110,2025-01-03,Autoajuda,Livros,27.55,1,27.55
1352,921,2025-01-08,Bola de Futebol,Esportes e Lazer,54.54,1,54.54
1353,613,2024-10-30,Corda de Pular,Esportes e Lazer,19.42,3,58.26
1354,398,2024-05-25,Tênis,Moda e Acessórios,196.4,3,589.2
1355,769,2024-09-29,Carregador Portátil,Eletrônicos,90.05,3,270.15
1356,1067,2025-06-10,Bola de Futebol,Esportes e Lazer,65.66,1,65.66
1357,418,2024-07-13,Jogo de Pratos,Casa e Cozinha,95.92,1,95.92
1358,1157,2024-06-24,Fone de Ouvido,Eletrônicos,158.25,3,474.75
1359,444,2024-09-21,Smartphone,Eletrônicos,1249.18,3,3747.54
